ID,Genero,Casado,Edad,Graduado,Experiencia_laboral,Gastoscore,Family_Size,Generacion,Ingresos_anuales_brutos,Digital_encuesta,Gasto_medio_mensual_cuota,Abandono,Dias_cliente,Profesion_Construcción,Profesion_Empresarial,Profesion_Funcionario,Profesion_Otros,Profesion_Servicios,Profesion_Técnico,Zona_Centro,Zona_Levante,Zona_Noreste,Zona_Noroeste,Zona_Norte,Zona_Periferia,Zona_Sur,Campaña__0,Campaña__1,Campaña__3,Campaña__4,Campaña__5,Cluster_PCA,Cluster_tSNE,t-SNE1,t-SNE2,PC1,PC2
CLI6122,1,1,65,0,2,1,2,1,117196,16,120,0,383,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,-86.921,-20.333597,-3.1120563736730427,-0.34786016666658814
CLI6123,0,0,22,0,0,0,5,3,16842,2927,30,0,522,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,3,2,44.16077,34.202946,4.062984199329809,0.6857468910142961
CLI6124,0,0,54,1,2,0,1,1,121505,1267,50,1,399,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,2,4,6.0254908,-54.416275,-1.3483690944889006,-1.5823083747622846
CLI6125,1,1,68,1,2,2,4,1,76976,1091,80,1,391,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,-69.26674,29.929676,-2.1334938803638983,1.7221514739852646
CLI6126,1,1,67,1,2,1,5,1,89089,1072,30,0,67,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,4,3,-8.61582,37.802155,-1.4206634465202268,1.5011054643256045
CLI6127,1,1,47,1,2,1,2,1,99034,1463,50,1,223,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,3,-27.374153,8.660972,-1.2773636466834017,-0.054253408951049874
CLI6128,0,1,45,0,2,1,3,1,41111,1238,30,0,258,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,4,3,-9.386026,9.174617,-0.40821855825989617,0.682443050907384
CLI6129,1,1,23,0,0,0,3,3,23003,2961,30,0,132,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,3,0,96.25197,12.222593,3.629620731603325,-0.1501168592842799
CLI613,1,1,53,1,2,1,4,1,33805,642,30,0,48,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,4,3,-17.289667,40.60481,-0.7504270276473017,1.1674256622086994
CLI6130,0,1,46,1,2,2,3,1,95729,1424,80,1,261,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,3,-61.74427,32.95976,-1.8743923746792421,1.105640006362113
CLI6131,0,1,42,0,2,1,6,2,23155,1652,30,1,171,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,4,3,3.26355,39.135067,0.8994519700072031,2.1748756068575257
CLI6132,1,1,40,1,1,2,4,2,67687,11,30,0,559,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,4,2,21.33484,64.05573,-0.10289445620102244,1.9947798420691722
CLI6133,1,1,56,1,2,0,2,1,129104,1541,50,0,515,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2,1,-37.583103,-23.383265,-1.4378861360999329,-0.9754481244454737
CLI6134,0,1,53,1,2,0,2,1,54491,1737,50,0,305,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,2,4,-49.88868,-58.481316,-0.6079141002571847,-0.8273255434711665
CLI6135,0,0,32,1,1,0,1,2,27995,1238,30,0,164,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,4,15.665201,-68.51074,1.5231895860291966,-1.238781203536475
CLI6136,1,0,33,1,1,0,1,2,24634,1422,30,0,126,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,4,19.163055,-65.45684,1.601762451101711,-1.2344368051045223
CLI6138,1,0,21,0,0,0,4,3,21252,2685,30,1,282,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,3,2,56.962105,71.66299,3.853565221272969,0.19594553405618523
CLI6139,1,1,97,0,2,0,1,0,44592,955,30,1,306,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,2,1,-35.864605,-7.507146,-2.3688748150801517,-1.131573499105686
CLI614,0,1,76,0,2,1,2,1,52511,1326,30,1,348,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,3,-34.98066,42.014954,-1.456249298351505,0.1492762805122623
CLI6140,1,1,47,1,2,2,4,1,85516,1541,80,1,126,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,4,1,-67.68034,31.094803,-1.5456121778149874,1.6623613453535453
CLI6141,1,1,42,1,2,1,2,2,116736,1583,50,1,322,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,2,12.503464,35.34982,-0.7010123976864181,-0.10554937492878105
CLI6142,1,0,35,0,1,0,2,2,28664,87,30,1,293,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,13.846999,-8.6127615,1.1191787512285754,-0.7160494213567891
CLI6143,0,0,42,1,2,0,2,2,51749,1031,50,0,81,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,4,7.8622465,-26.814915,0.2913712487754899,-0.905263534481408
CLI6144,0,0,47,1,2,0,3,1,57779,1228,80,0,215,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,2,1,-56.23041,-32.98895,-0.7130454670468811,-0.6242373751304565
CLI6145,1,0,84,1,2,0,2,0,83087,1541,50,0,577,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,2,1,-40.017254,3.1733987,-2.1774848250161503,-1.0233407905978302
CLI6146,1,0,33,1,1,0,5,2,25343,778,30,0,84,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,25.31123,2.2819552,1.7520318648693687,0.7220963250981528
CLI6147,1,0,34,0,1,0,4,2,20898,1951,30,0,117,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2,12.53605,9.40916,2.106287340458458,0.21318377966472615
CLI6148,1,0,25,0,0,0,3,3,29142,1098,30,0,212,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,3,0,89.42018,33.097374,2.9919196718005363,-0.2549534757853884
CLI6149,1,1,77,0,2,2,3,1,68767,1248,30,0,236,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,3,-9.469023,90.2511,-1.9312425968271176,1.4383529011763254
CLI615,1,0,23,0,0,0,5,3,19163,2168,30,1,368,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,3,2,50.826088,38.658936,3.735657201419093,0.7048196712936773
CLI6150,0,0,28,0,0,0,1,2,27140,2927,30,1,386,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,89.614494,-10.2364645,2.8163022360097205,-1.280310680640383
CLI6151,1,0,32,0,1,0,2,2,31471,1583,30,1,118,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,4,34.709156,-73.966774,1.7114628109324124,-0.7749525648064862
CLI6152,0,1,55,1,2,1,3,1,97030,1287,80,0,236,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,-78.71949,5.013335,-1.8096786119749124,0.2702230947771235
CLI6153,1,1,78,1,2,1,2,1,22303,955,30,1,312,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,3,-30.90225,40.41746,-1.3218832077503517,0.2460996818181023
CLI6154,0,0,20,0,0,0,5,3,18833,165,30,0,515,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,3,2,68.654594,26.423986,3.0778549894428515,0.7669638632534154
CLI6155,1,0,46,1,2,0,1,1,73630,1365,50,0,176,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,2,4,-7.3869905,-87.22214,-0.714787415669548,-1.5095550950774765
CLI6156,1,0,39,0,1,0,1,2,28038,1468,30,1,312,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,4,17.522882,-64.03927,1.4360488835079863,-1.2389850638436695
CLI6157,0,1,50,1,2,1,2,1,88059,1052,50,0,573,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,2,3,-37.635063,26.571455,-1.48926013826228,-0.05482120416230923
CLI6158,0,0,45,1,2,0,1,1,46435,1399,50,0,207,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,2,4,-3.625689,-77.50762,-0.3904345352723032,-1.4371380775073892
CLI6159,1,0,22,0,0,0,3,3,21443,203,30,0,62,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,3,0,72.93709,21.257366,2.818361899928578,-0.2082154741224823
CLI616,0,1,53,0,2,2,1,1,44477,1385,30,0,457,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,4,3,-7.3625135,77.11038,-1.1309461739782787,0.5535960529939715
CLI6160,1,1,30,0,0,1,2,2,20192,755,30,0,254,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2,40.58515,58.989216,1.6348703068491584,0.29068230099991554
CLI6161,1,1,30,1,0,2,2,2,26715,1606,30,0,289,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,33.672813,68.85184,1.5294082484933091,1.0910972224195072
CLI6162,0,0,20,0,0,0,4,3,15279,2202,30,0,415,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,3,2,60.98087,63.963245,3.7639951396112026,0.2267986606156637
CLI6163,0,1,45,1,2,2,2,1,57904,133,50,0,79,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,3,-19.0142,71.10186,-1.734008439937385,0.8978083649210418
CLI6164,1,1,74,0,2,1,2,1,29355,661,30,1,181,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,3,-30.444378,40.236603,-1.4065098818211106,0.23204077509432022
CLI6165,0,1,31,1,0,0,2,2,24139,824,30,1,292,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,74.831665,-26.856855,1.8387703163662619,-0.613952167010556
CLI6166,0,0,32,0,1,0,1,2,25302,87,30,0,291,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,4,11.829576,-9.63432,1.1295298168792547,-1.1944088022187618
CLI6167,1,1,50,0,2,1,4,1,24557,622,30,0,216,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,4,3,-17.684092,40.724644,-0.5867092298798096,1.1902902489613394
CLI6168,1,1,40,0,1,2,4,2,94711,1606,30,1,305,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,4,2,12.405024,54.025818,0.19642328868975317,1.869436746398284
CLI6169,0,1,87,1,2,1,2,0,97985,1052,50,1,234,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,3,-49.46032,47.9535,-3.095515152981816,-0.04972530504476741
CLI617,0,0,20,0,0,0,3,3,15433,2513,30,1,258,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,3,0,100.14199,18.552174,3.7779383898622125,-0.26806327617063547
CLI6170,0,0,36,0,1,0,3,2,26762,1882,30,0,298,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,46.423107,-62.253407,1.871644820717925,-0.28303238467860437
CLI6171,0,1,96,1,2,1,2,0,39615,74,50,0,204,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,3,-47.748417,55.73614,-3.057130957931359,0.1511151006742383
CLI6172,0,1,57,1,2,0,1,1,42256,622,50,0,263,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,2,4,-34.88238,-61.503445,-1.083735482140626,-1.2382218503217899
CLI6173,0,0,35,0,1,0,3,2,20761,709,30,0,303,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,63.91671,-51.978874,1.5293159725700742,-0.2299279500267527
CLI6174,0,0,46,1,2,0,7,1,45817,74,30,1,387,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,4,4,-12.714894,-32.838676,-0.007420415252197887,1.6501621333306207
CLI6175,1,0,24,0,0,0,5,3,13929,3099,30,0,375,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,3,2,43.295612,33.46701,4.107986811881279,0.6902924190761665
CLI6176,0,0,20,0,0,0,4,3,21573,1961,30,0,30,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,3,2,64.60408,59.230694,3.6090821492095997,0.21728909202299238
CLI6177,0,0,29,0,0,0,4,2,19597,234,30,1,210,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,3,0,60.44091,-28.819584,2.1794113501809402,0.28129204479296277
CLI6178,0,1,73,1,2,1,2,1,43795,1385,50,0,274,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,2,3,-37.88886,39.630764,-1.4612470960965918,0.07982795324129352
CLI6179,0,1,73,0,2,1,4,1,75012,1502,30,0,150,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,4,3,-10.475646,18.715612,-1.255393297533315,1.0946887785364403
CLI618,1,1,79,1,2,0,3,0,29341,1482,30,1,323,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,2,1,-30.905481,-4.424538,-1.3776121474250353,-0.15659547277220887
CLI6180,1,1,76,0,2,0,2,1,35192,1248,30,1,199,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,2,4,-39.400303,-53.435135,-0.9531795141555289,-0.6463840297847634
CLI6181,1,0,28,1,0,0,5,2,31250,1892,30,1,114,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,3,0,59.2111,11.610692,2.7872256024641424,0.6794644062998484
CLI6182,1,1,61,1,2,0,2,1,39206,798,50,0,129,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,2,4,-36.176125,-64.847984,-0.9861987600463861,-0.7468968566550158
CLI6183,0,1,54,1,2,0,2,1,82941,1013,50,1,391,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,2,4,-38.47469,-69.004364,-1.198586981656137,-0.8810085140455405
CLI6184,1,1,67,1,2,0,2,1,124986,1639,50,0,155,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,2,1,-36.745907,-23.021458,-1.627191651100051,-0.9558281935360373
CLI6185,0,0,52,1,2,0,1,1,42413,1639,50,0,300,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,2,4,-1.8768789,-77.48042,-0.43094096717457675,-1.4265193748256104
CLI6186,1,1,65,1,2,2,5,1,128716,661,200,0,148,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,-100.43267,13.3807125,-3.8186864418861113,1.5455488713844672
CLI6187,1,1,42,1,2,1,4,2,93011,2066,30,0,522,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,4,2,9.193187,37.851925,0.012069941409736662,0.9541806072357385
CLI6188,1,1,61,1,2,1,2,1,67085,1306,50,0,144,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,2,3,-37.64252,38.063675,-1.4431863524007316,0.005994978947758814
CLI6189,0,0,28,0,0,0,1,2,21800,2271,30,0,61,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,93.46547,-12.785466,2.6321603602488812,-1.2445895287451882
CLI619,1,1,94,0,2,0,1,0,57364,955,30,0,495,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,2,1,-36.823555,-6.609539,-2.430572202221345,-1.1697180514291086
CLI6190,1,0,40,0,1,0,4,2,117990,1537,30,0,445,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,4,23.711601,-33.804314,0.6777268775618454,-0.08041531532471022
CLI6191,1,1,45,1,2,0,1,1,39376,1468,50,1,348,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,4,-28.818687,-27.760237,-0.3459522509865694,-1.2230439133276363
CLI6192,0,0,43,0,2,0,3,2,47024,1353,30,1,117,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,4,4.568886,-20.27521,0.7255247556182622,-0.32885394202095364
CLI6193,0,0,22,0,0,0,3,3,23059,2961,30,0,77,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,3,0,99.43075,11.609123,3.8127662824036133,-0.3012795506702781
CLI6194,0,0,36,0,1,0,5,2,27524,939,30,1,300,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,25.948244,3.8704824,1.7147230242218696,0.7140741387841818
CLI6195,0,1,86,0,2,2,3,0,119392,661,30,1,242,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,3,-64.58496,56.570568,-3.4988124561630545,1.3215174222585746
CLI6196,0,1,96,0,2,0,1,0,59131,1346,30,0,590,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,2,1,-33.894653,-4.4445243,-2.3547195451375176,-1.185040447822105
CLI6197,1,0,21,0,0,0,6,3,21209,1719,30,1,329,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,3,2,55.003548,30.239143,3.6967170699206964,1.195998064285823
CLI6198,0,0,25,0,0,0,2,3,20725,2616,30,0,310,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,3,0,95.80199,15.361874,3.435253185785602,-0.8121022700974111
CLI6199,0,1,66,1,2,2,4,1,67947,1052,80,0,93,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,3,-63.058983,36.346634,-2.1073601379128046,1.699075631642039
CLI62,1,1,53,1,2,1,2,1,22901,72,30,0,65,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,4,3,-21.182976,30.617373,-1.0411915526035385,0.24674609272780537
CLI620,0,0,23,0,0,0,5,3,19125,2064,30,0,144,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,3,2,51.698433,38.761868,3.6979172774685685,0.7082660965232936
CLI6200,1,1,85,0,2,2,2,0,119496,1541,120,0,525,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,-100.52076,-7.9087024,-4.115522216058354,0.41004253625215903
CLI6201,0,1,47,0,2,0,1,1,123255,1189,120,0,41,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,1,-80.4511,-33.836567,-2.055967024948755,-1.7510439719602413
CLI6202,0,1,56,1,2,1,3,1,52359,779,30,1,125,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,4,3,-22.621004,41.133873,-1.0680863964497487,0.6308441086455374
CLI6203,1,0,20,0,0,0,5,3,16176,1029,30,1,346,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,3,2,61.123405,34.901215,3.422807848135625,0.746481465601509
CLI6204,0,0,51,1,2,0,2,1,112801,1502,50,0,325,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,2,4,-12.607644,-92.38472,-1.1022612398188478,-1.1316792360633117
CLI6205,0,0,22,0,0,0,5,3,19891,1236,30,0,579,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,3,2,60.23734,35.83513,3.41058899987163,0.7317319666178569
CLI6206,0,0,30,1,0,0,5,2,28136,732,30,0,381,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,3,0,53.670216,5.493549,2.3458471304577757,0.7273674813744317
CLI6207,1,1,29,1,0,0,2,2,27997,1374,30,0,175,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,75.78705,-26.69181,2.0485697055487764,-0.6442912838845656
CLI6208,0,1,63,1,2,2,3,1,129161,1756,80,0,399,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,3,-59.284805,31.46714,-2.5213844244487724,1.021060878363847
CLI6209,1,1,58,1,2,1,2,1,94458,779,50,0,351,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,3,-35.694138,24.727602,-1.8524905809229533,-0.055241053034710545
CLI621,0,1,53,1,2,0,1,1,114553,16,50,0,124,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,2,4,-24.01919,-62.240845,-1.972422712713473,-1.4211189310968537
CLI6210,1,1,42,1,2,0,2,2,110564,1008,50,0,177,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,2,4,7.2739463,-36.77891,-0.6019055962203615,-0.962790665717129
CLI6211,1,1,45,0,2,0,3,1,42641,179,30,0,255,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,2,4,-19.991627,-48.26216,-0.46415939954126173,-0.1333641451151323
CLI6212,0,1,89,0,2,2,2,0,52299,1502,30,0,108,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,3,-53.072445,69.614006,-2.6529989054136878,0.9971070853076619
CLI6213,0,1,42,0,2,0,3,2,46991,1353,30,0,220,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,4,4.108454,-22.998741,0.5910040304561124,-0.17984160003077088
CLI6214,0,0,33,1,1,0,1,2,25162,893,30,1,126,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,4,12.607055,-75.643776,1.402172899789853,-1.2188837960481307
CLI6215,1,1,41,0,1,0,3,2,88193,156,30,1,385,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,4,12.466274,-16.012108,0.30784587081606507,-0.24078920714862845
CLI6216,1,1,31,1,0,1,2,2,20847,1353,30,0,209,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2,44.603653,61.99017,1.7189600256272488,0.22371806122942553
CLI6217,1,1,47,0,2,2,3,1,59478,1267,30,1,246,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,4,3,-10.124471,71.20974,-1.093071225481944,1.4318980414732223
CLI6219,1,1,36,1,1,1,3,2,25503,709,30,0,248,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2,28.841747,47.658073,0.8429735871476022,0.7067329407137598
CLI622,0,0,41,1,1,0,1,2,49249,847,50,0,429,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,4,22.056063,-43.006393,0.7431673557254673,-1.3634048975347306
CLI6220,1,1,86,1,2,2,2,0,91770,72,50,0,183,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,3,-56.74183,55.135025,-3.7134152193938936,0.8434092616597102
CLI6221,0,0,20,0,0,0,6,3,14958,1788,30,1,327,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,3,2,53.34576,32.12788,3.7086621142978666,1.1628793649224343
CLI6222,1,0,25,0,0,0,5,3,18060,2823,30,0,503,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,3,2,44.67227,35.291718,3.9386665278477104,0.6888810184785248
CLI6223,0,0,30,0,0,0,2,2,21622,1261,30,0,481,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,87.77942,-24.69711,2.313247415659929,-0.7251107199818826
CLI6224,0,1,50,1,2,1,3,1,39049,779,30,0,234,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,4,3,-23.653074,41.732906,-0.78079667667912,0.6610707192361199
CLI6225,1,0,34,0,1,0,1,2,25675,1859,30,0,128,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,4,23.7397,-57.9592,1.7265931676035766,-1.250290871081891
CLI6226,1,1,46,1,2,1,2,1,59529,1248,50,0,78,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,2,3,-38.71641,31.865362,-1.0180816365409728,0.012918486332096066
CLI6227,0,0,41,1,1,0,3,2,124241,686,200,0,423,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2,1,-97.15525,22.298084,-1.3520557117592,-1.257293589611874
CLI6228,1,0,36,1,1,0,2,2,19840,1284,30,0,464,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,4,33.5861,-76.75443,1.6270088806309264,-0.7292833708530566
CLI6229,1,0,35,1,1,0,3,2,28492,755,30,0,445,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,64.09899,-53.20819,1.4644700724071154,-0.2526002871556673
CLI623,1,0,31,0,0,0,5,2,26158,1698,30,1,229,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,3,0,57.98388,10.525889,2.6965971217153157,0.7027893209094788
CLI6230,1,0,23,0,0,0,3,3,20509,2478,30,0,261,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,3,0,101.14172,18.917543,3.6381473578466257,-0.27772305970258326
CLI6231,0,0,35,0,1,0,4,2,28211,1629,30,0,406,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,2,9.758851,4.2786407,1.8864631886463097,0.20452743611193966
CLI6232,1,1,40,1,1,1,2,2,84099,847,50,0,321,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,4,2,20.398975,41.854168,-0.11405990605374616,-0.026925287245794557
CLI6233,1,1,47,1,2,0,2,1,30704,1111,30,0,560,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,2,4,-34.767002,-49.55398,-0.24740077006170214,-0.6599434946463801
CLI6234,1,1,41,0,1,1,3,2,103897,2066,30,0,287,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,4,2,13.206144,45.78498,0.49372517334844795,0.5004234891037668
CLI6235,1,1,45,1,2,0,2,1,27030,778,30,0,371,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,2,4,-34.39811,-50.178974,-0.28182528261692086,-0.6412571292264732
CLI6236,1,1,45,1,2,1,2,1,126422,709,50,1,172,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,3,-25.620245,12.816025,-1.7945117284777443,-0.10719180936996822
CLI6237,0,1,61,0,2,0,2,1,29703,115,30,0,155,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,2,4,-26.713942,-55.760662,-0.9441747930644934,-0.6105797656247478
CLI6238,1,1,67,0,2,1,4,1,82014,1463,30,1,359,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,4,3,-10.569764,18.938148,-1.1971033158639175,1.0704847055515105
CLI6239,0,0,42,0,2,0,2,2,126033,1192,120,0,284,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,2,1,-76.68875,-27.818144,-1.2108558725608032,-1.4701814186858657
CLI624,1,1,61,1,2,0,2,1,116054,1424,50,0,105,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2,1,-36.783783,-23.682415,-1.4650275190287938,-0.9306941247655469
CLI6240,1,1,68,1,2,1,6,1,116679,1267,30,1,319,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,4,3,-3.283283,26.250008,-1.462852549257696,1.951685648232879
CLI6241,0,0,36,0,1,0,4,2,22660,1445,30,1,139,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2,6.465953,2.5003262,1.8532217049577717,0.22670200273301902
CLI6242,1,1,58,1,2,1,2,1,22132,603,30,1,268,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,4,3,-12.971685,7.9449677,-0.8566238917509492,0.28400204295135534
