ID,Genero,Casado,Edad,Graduado,Experiencia_laboral,Gastoscore,Family_Size,Generacion,Ingresos_anuales_brutos,Digital_encuesta,Gasto_medio_mensual_cuota,Abandono,Dias_cliente,Campaña__0,Campaña__1,Campaña__3,Campaña__4,Campaña__5,Cluster_PCA,Profesion,Zona
CLI4831,Femenino,Sí,52,Sí,+20annos,Bajo,4,Generacion X,55562,158,80,Sí,274,1,0,0,0,0,2,Técnico,Noreste
CLI4832,Masculino,No,35,No,10-20annos,Bajo,4,Millennials,20903,1031,30,Sí,329,0,0,0,0,1,0,Técnico,Centro
CLI4833,Masculino,Sí,36,No,10-20annos,Alto,2,Millennials,27187,1146,30,No,215,1,0,0,0,0,4,Funcionario,Noroeste
CLI4834,Femenino,No,28,Sí,<10annos,Bajo,2,Millennials,25558,1892,30,No,291,1,0,0,0,0,0,Funcionario,Sur
CLI4835,Femenino,No,31,No,<10annos,Bajo,4,Millennials,27769,1675,30,No,509,0,0,0,1,0,3,Funcionario,Noreste
CLI4836,Masculino,No,35,No,10-20annos,Bajo,2,Millennials,27312,2043,30,No,185,1,0,0,0,0,0,Construcción,Noreste
CLI4837,Femenino,Sí,55,Sí,+20annos,Alto,6,Generacion X,116074,1639,30,Sí,243,1,0,0,0,0,4,Funcionario,Centro
CLI4838,Femenino,Sí,41,Sí,10-20annos,Medio,3,Millennials,97387,663,30,Sí,171,1,0,0,0,0,4,Técnico,Noroeste
CLI4839,Masculino,No,58,Sí,+20annos,Bajo,1,Generacion X,90505,1248,50,No,492,0,1,0,0,0,2,Servicios,Noreste
CLI484,Masculino,Sí,34,No,10-20annos,Medio,5,Millennials,19709,1698,30,No,187,1,0,0,0,0,3,Funcionario,Centro
CLI4840,Femenino,Sí,54,Sí,+20annos,Bajo,2,Generacion X,68589,837,50,No,95,1,0,0,0,0,2,Servicios,Periferia
CLI4841,Masculino,Sí,79,Sí,+20annos,Bajo,1,Generacion Silenciosa,38891,857,50,No,363,0,0,0,0,1,2,Servicios,Noroeste
CLI4842,Masculino,Sí,66,Sí,+20annos,Alto,3,Generacion X,68180,1697,80,Sí,327,0,0,0,0,1,1,Empresarial,Noreste
CLI4843,Masculino,No,53,Sí,+20annos,Bajo,1,Generacion X,43211,857,50,No,76,1,0,0,0,0,2,Servicios,Periferia
CLI4844,Femenino,No,35,No,10-20annos,Bajo,4,Millennials,18393,1514,30,No,102,1,0,0,0,0,0,Funcionario,Sur
CLI4846,Femenino,No,36,Sí,10-20annos,Bajo,1,Millennials,20131,1008,30,No,327,0,0,0,0,1,0,Otros,Sur
CLI4847,Femenino,Sí,29,No,<10annos,Bajo,2,Millennials,28710,2754,30,No,341,0,0,0,0,1,3,Técnico,Centro
CLI4848,Femenino,Sí,42,Sí,+20annos,Medio,4,Millennials,121024,1744,200,No,389,0,0,1,0,0,1,Servicios,Noreste
CLI4849,Femenino,Sí,62,Sí,+20annos,Bajo,1,Generacion X,31762,994,30,No,159,1,0,0,0,0,2,Servicios,Noroeste
CLI485,Masculino,Sí,35,Sí,10-20annos,Bajo,2,Millennials,23215,824,30,No,513,0,0,0,1,0,0,Funcionario,Noreste
CLI4850,Femenino,No,45,Sí,+20annos,Bajo,1,Generacion X,27387,1008,30,No,232,1,0,0,0,0,2,Otros,Noreste
CLI4851,Femenino,Sí,47,Sí,+20annos,Alto,4,Generacion X,45001,1678,30,No,368,0,1,0,0,0,4,Técnico,Periferia
CLI4852,Femenino,Sí,56,Sí,+20annos,Medio,2,Generacion X,55352,1326,50,Sí,211,1,0,0,0,0,2,Servicios,Centro
CLI4853,Femenino,Sí,52,Sí,+20annos,Medio,2,Generacion X,22963,1052,30,No,455,0,0,1,0,0,4,Servicios,Noreste
CLI4854,Masculino,No,31,Sí,<10annos,Bajo,3,Millennials,22944,778,30,No,230,1,0,0,0,0,0,Servicios,Norte
CLI4855,Masculino,No,22,No,<10annos,Bajo,2,Generacion Z,18783,2237,30,Sí,400,0,0,1,0,0,3,Funcionario,Noreste
CLI4856,Femenino,Sí,42,No,+20annos,Bajo,3,Millennials,101383,1629,30,No,541,0,0,0,1,0,2,Servicios,Noroeste
CLI4857,Masculino,Sí,63,Sí,+20annos,Alto,3,Generacion X,70048,857,80,No,393,0,0,1,0,0,1,Empresarial,Noreste
CLI4858,Femenino,Sí,31,No,<10annos,Medio,2,Millennials,21368,824,30,No,103,1,0,0,0,0,0,Técnico,Centro
CLI4859,Masculino,No,43,Sí,+20annos,Bajo,1,Millennials,113372,1215,50,No,406,0,0,1,0,0,2,Servicios,Sur
CLI4860,Masculino,Sí,98,Sí,+20annos,Alto,2,Generacion Silenciosa,101479,1697,50,No,195,1,0,0,0,0,1,Empresarial,Noroeste
CLI4861,Femenino,Sí,89,Sí,+20annos,Medio,2,Generacion Silenciosa,33438,1658,30,No,125,1,0,0,0,0,1,Servicios,Centro
CLI4862,Masculino,No,36,Sí,10-20annos,Bajo,4,Millennials,22573,1284,30,Sí,343,0,0,0,0,1,0,Otros,Noroeste
CLI4863,Masculino,Sí,35,Sí,10-20annos,Medio,2,Millennials,19893,1261,30,No,419,0,0,1,0,0,0,Servicios,Noroeste
CLI4865,Femenino,Sí,45,Sí,+20annos,Medio,3,Generacion X,123763,2066,200,No,522,0,0,0,1,0,1,Servicios,Centro
CLI4867,Femenino,Sí,75,No,+20annos,Medio,2,Generacion X,67907,1678,30,No,476,0,0,1,0,0,2,Técnico,Noreste
CLI4868,Femenino,Sí,64,Sí,+20annos,Bajo,2,Generacion X,53928,1033,50,No,512,0,0,0,1,0,2,Servicios,Levante
CLI4869,Masculino,Sí,56,Sí,+20annos,Medio,5,Generacion X,118025,72,30,No,505,0,0,0,1,0,1,Otros,Sur
CLI487,Femenino,No,32,No,10-20annos,Bajo,4,Millennials,24844,1721,30,No,321,0,0,0,0,1,0,Construcción,Periferia
CLI4870,Masculino,Sí,52,Sí,+20annos,Bajo,2,Generacion X,100043,818,50,Sí,265,1,0,0,0,0,2,Servicios,Noroeste
CLI4871,Femenino,Sí,61,Sí,+20annos,Medio,3,Generacion X,109131,1482,80,No,511,0,0,0,1,0,1,Construcción,Periferia
CLI4872,Femenino,No,43,Sí,+20annos,Bajo,1,Millennials,84599,1652,50,No,347,0,0,0,0,1,2,Servicios,Periferia
CLI4873,Femenino,No,36,Sí,10-20annos,Bajo,5,Millennials,28778,1491,30,Sí,122,1,0,0,0,0,3,Funcionario,Sur
CLI4874,Femenino,Sí,68,Sí,+20annos,Bajo,1,Generacion X,48105,955,50,No,590,0,0,0,1,0,2,Servicios,Noreste
CLI4875,Masculino,Sí,56,No,+20annos,Alto,4,Generacion X,27839,1052,30,No,69,1,0,0,0,0,4,Empresarial,Noreste
CLI4876,Masculino,No,32,Sí,10-20annos,Bajo,3,Millennials,18890,1882,30,No,470,0,0,1,0,0,0,Otros,Levante
CLI4877,Femenino,No,53,Sí,+20annos,Bajo,1,Generacion X,45238,1717,50,No,38,1,0,0,0,0,2,Servicios,Centro
CLI4878,Masculino,No,45,No,+20annos,Bajo,7,Generacion X,110821,962,30,No,423,0,0,1,0,0,4,Técnico,Norte
CLI4879,Masculino,No,46,Sí,+20annos,Bajo,1,Generacion X,59084,661,50,Sí,321,0,0,0,0,1,2,Funcionario,Noroeste
CLI488,Femenino,Sí,39,Sí,10-20annos,Bajo,2,Millennials,23359,663,30,No,48,1,0,0,0,0,0,Servicios,Noreste
CLI4881,Femenino,Sí,66,Sí,+20annos,Medio,4,Generacion X,71464,915,80,Sí,234,1,0,0,0,0,1,Servicios,Centro
CLI4882,Femenino,Sí,79,Sí,+20annos,Alto,2,Generacion Silenciosa,116401,779,50,Sí,274,1,0,0,0,0,1,Servicios,Sur
CLI4883,Masculino,No,28,Sí,<10annos,Bajo,1,Millennials,21028,203,30,Sí,375,0,0,1,0,0,0,Otros,Noroeste
CLI4884,Femenino,Sí,63,Sí,+20annos,Medio,4,Generacion X,88296,1717,80,No,452,0,0,1,0,0,1,Técnico,Sur
CLI4885,Femenino,Sí,44,Sí,+20annos,Medio,4,Generacion X,34438,663,30,Sí,231,1,0,0,0,0,4,Técnico,Sur
CLI4886,Masculino,Sí,39,No,10-20annos,Bajo,2,Millennials,27444,1445,30,No,448,0,0,1,0,0,0,Técnico,Noreste
CLI4887,Femenino,Sí,34,Sí,10-20annos,Bajo,2,Millennials,20457,847,30,No,272,1,0,0,0,0,0,Técnico,Centro
CLI4888,Femenino,Sí,86,No,+20annos,Bajo,1,Generacion Silenciosa,123190,818,120,No,319,0,0,0,0,1,2,Servicios,Noroeste
CLI4889,Femenino,No,45,Sí,+20annos,Bajo,1,Generacion X,25084,1836,30,Sí,339,0,0,0,0,1,2,Servicios,Noreste
CLI489,Masculino,Sí,51,No,+20annos,Bajo,3,Generacion X,102512,1561,30,Sí,297,1,0,0,0,0,2,Servicios,Norte
CLI4890,Masculino,Sí,63,Sí,+20annos,Medio,3,Generacion X,96623,1561,80,Sí,118,1,0,0,0,0,1,Servicios,Noroeste
CLI4891,Femenino,Sí,45,Sí,+20annos,Bajo,3,Generacion X,27736,939,30,No,480,0,0,1,0,0,4,Empresarial,Noreste
CLI4892,Masculino,Sí,54,Sí,+20annos,Bajo,2,Generacion X,115507,117,50,Sí,313,0,0,0,0,1,2,Servicios,Sur
CLI4893,Masculino,No,44,No,+20annos,Bajo,2,Generacion X,32043,1767,30,Sí,109,1,0,0,0,0,0,Técnico,Levante
CLI4894,Masculino,Sí,98,Sí,+20annos,Bajo,2,Generacion Silenciosa,54784,1385,50,No,580,0,1,0,0,0,2,Servicios,Centro
CLI4895,Masculino,Sí,67,Sí,+20annos,Alto,2,Generacion X,104191,896,50,No,84,1,0,0,0,0,1,Empresarial,Noreste
CLI4896,Femenino,Sí,42,No,+20annos,Medio,3,Millennials,99977,1721,30,Sí,337,0,0,0,0,1,4,Otros,Noroeste
CLI4897,Femenino,Sí,64,Sí,+20annos,Medio,3,Generacion X,72912,915,80,No,335,0,0,0,0,1,1,Técnico,Noreste
CLI4898,Femenino,Sí,51,Sí,+20annos,Medio,2,Generacion X,50361,1443,50,Sí,244,1,0,0,0,0,2,Servicios,Noroeste
CLI4899,Femenino,No,24,No,<10annos,Bajo,3,Generacion Z,20814,2237,30,No,235,1,0,0,0,0,3,Técnico,Noroeste
CLI49,Femenino,No,32,Sí,10-20annos,Bajo,1,Millennials,22818,801,30,Sí,305,0,0,0,0,1,0,Funcionario,Centro
CLI490,Femenino,Sí,42,Sí,+20annos,Alto,2,Millennials,50875,1537,50,Sí,287,1,0,0,0,0,4,Servicios,Norte
CLI4900,Masculino,Sí,43,Sí,+20annos,Medio,2,Millennials,60762,1606,50,No,65,1,0,0,0,0,4,Otros,Sur
CLI4901,Femenino,Sí,64,Sí,+20annos,Medio,4,Generacion X,22664,564,30,No,579,0,0,0,1,0,4,Técnico,Norte
CLI4902,Femenino,Sí,42,Sí,+20annos,Medio,2,Millennials,51928,1882,50,No,356,0,0,0,0,1,4,Servicios,Norte
CLI4903,Masculino,Sí,31,No,<10annos,Medio,2,Millennials,21572,1721,30,No,432,0,0,1,0,0,0,Servicios,Norte
CLI4904,Femenino,Sí,39,Sí,10-20annos,Alto,4,Millennials,27187,1008,30,No,361,0,0,0,0,1,4,Servicios,Norte
CLI4905,Femenino,Sí,77,Sí,+20annos,Alto,2,Generacion X,97889,16,50,No,512,0,1,0,0,0,1,Servicios,Sur
CLI4906,Masculino,Sí,33,No,10-20annos,Alto,4,Millennials,19919,1767,30,No,414,0,0,1,0,0,4,Empresarial,Levante
CLI4907,Masculino,Sí,61,No,+20annos,Bajo,1,Generacion X,108723,1717,120,No,209,1,0,0,0,0,2,Otros,Noroeste
CLI4908,Femenino,Sí,63,Sí,+20annos,Bajo,1,Generacion X,125933,1248,50,No,175,1,0,0,0,0,2,Servicios,Periferia
CLI491,Femenino,No,35,Sí,10-20annos,Bajo,3,Millennials,31700,1491,30,No,492,0,0,1,0,0,0,Funcionario,Noreste
CLI4910,Masculino,Sí,69,Sí,+20annos,Medio,4,Generacion X,96792,955,80,No,405,0,0,1,0,0,1,Otros,Centro
CLI4911,Femenino,No,46,Sí,+20annos,Bajo,1,Generacion X,32821,117,30,No,599,0,0,0,1,0,2,Empresarial,Sur
CLI4912,Masculino,Sí,30,Sí,<10annos,Alto,3,Millennials,21317,1422,30,Sí,279,1,0,0,0,0,3,Funcionario,Noroeste
CLI4913,Femenino,No,47,Sí,+20annos,Bajo,1,Generacion X,128524,1717,50,No,152,1,0,0,0,0,2,Servicios,Noreste
CLI4914,Masculino,Sí,76,No,+20annos,Alto,4,Generacion X,83296,1013,30,No,586,0,0,0,1,0,1,Empresarial,Noroeste
CLI4915,Masculino,Sí,74,Sí,+20annos,Bajo,1,Generacion X,49007,1404,50,No,164,1,0,0,0,0,2,Empresarial,Levante
CLI4916,Masculino,Sí,79,Sí,+20annos,Bajo,1,Generacion Silenciosa,89520,661,50,No,464,0,0,1,0,0,2,Empresarial,Noroeste
CLI4917,Femenino,Sí,98,Sí,+20annos,Bajo,1,Generacion Silenciosa,32074,915,30,No,568,0,0,0,1,0,2,Servicios,Levante
CLI4918,Masculino,Sí,29,Sí,<10annos,Bajo,3,Millennials,19870,1443,30,Sí,131,1,0,0,0,0,3,Empresarial,Noroeste
CLI4919,Femenino,No,58,Sí,+20annos,Bajo,1,Generacion X,108116,1619,50,Sí,301,0,0,0,0,1,2,Servicios,Noroeste
CLI492,Femenino,No,31,Sí,<10annos,Bajo,7,Millennials,23122,847,30,Sí,358,0,0,0,0,1,3,Servicios,Noroeste
CLI4920,Masculino,Sí,54,Sí,+20annos,Medio,4,Generacion X,129847,1756,80,No,143,1,0,0,0,0,1,Servicios,Noroeste
CLI4921,Femenino,No,31,No,<10annos,Bajo,5,Millennials,26958,1951,30,Sí,252,1,0,0,0,0,3,Servicios,Norte
CLI4922,Masculino,Sí,57,Sí,+20annos,Alto,4,Generacion X,58348,16,80,Sí,124,1,0,0,0,0,1,Empresarial,Sur
CLI4923,Masculino,Sí,47,Sí,+20annos,Alto,4,Generacion X,85085,1365,80,No,106,1,0,0,0,0,4,Empresarial,Periferia
CLI4924,Masculino,Sí,42,No,+20annos,Alto,5,Millennials,96049,1767,30,No,527,0,0,0,1,0,4,Servicios,Noroeste
CLI4925,Femenino,Sí,30,No,<10annos,Medio,2,Millennials,28638,1767,30,No,269,1,0,0,0,0,0,Construcción,Noroeste
CLI4926,Masculino,No,20,No,<10annos,Bajo,4,Generacion Z,13261,1098,30,No,450,0,0,1,0,0,3,Funcionario,Sur
CLI4927,Masculino,Sí,65,Sí,+20annos,Bajo,3,Generacion X,26151,974,30,Sí,335,0,0,0,0,1,2,Otros,Noreste
CLI4929,Masculino,No,35,Sí,10-20annos,Bajo,4,Millennials,28661,202,30,No,560,0,0,0,1,0,0,Técnico,Noroeste
CLI493,Femenino,Sí,75,Sí,+20annos,Bajo,1,Generacion X,112345,974,50,No,502,0,0,0,1,0,2,Servicios,Periferia
CLI4930,Femenino,Sí,39,Sí,10-20annos,Bajo,2,Millennials,19673,1008,30,Sí,248,1,0,0,0,0,0,Servicios,Norte
CLI4931,Masculino,Sí,56,Sí,+20annos,Medio,4,Generacion X,70724,1189,80,No,96,1,0,0,0,0,1,Servicios,Centro
CLI4932,Femenino,No,24,No,<10annos,Bajo,6,Generacion Z,21629,2064,30,No,97,1,0,0,0,0,3,Funcionario,Norte
CLI4933,Masculino,Sí,54,No,+20annos,Alto,3,Generacion X,42584,74,30,No,200,1,0,0,0,0,4,Empresarial,Norte
CLI4934,Femenino,Sí,46,Sí,+20annos,Bajo,1,Generacion X,88651,1365,50,Sí,279,1,0,0,0,0,2,Servicios,Norte
CLI4935,Masculino,No,35,No,10-20annos,Bajo,3,Millennials,26481,1744,30,No,283,1,0,0,0,0,0,Otros,Sur
CLI4936,Masculino,No,61,No,+20annos,Bajo,1,Generacion X,117519,1678,120,No,134,1,0,0,0,0,2,Servicios,Periferia
CLI4937,Masculino,No,34,Sí,10-20annos,Bajo,1,Millennials,28584,1997,30,Sí,341,0,0,0,0,1,0,Otros,Periferia
CLI4938,Femenino,Sí,40,Sí,10-20annos,Medio,2,Millennials,127031,1054,50,Sí,294,1,0,0,0,0,2,Técnico,Sur
CLI4939,Masculino,No,35,Sí,10-20annos,Bajo,3,Millennials,24277,732,30,Sí,133,1,0,0,0,0,0,Funcionario,Noreste
CLI494,Femenino,Sí,50,Sí,+20annos,Bajo,1,Generacion X,61925,158,50,No,458,0,1,0,0,0,2,Servicios,Noroeste
CLI4940,Masculino,No,20,No,<10annos,Bajo,4,Generacion Z,23771,2237,30,No,57,1,0,0,0,0,3,Funcionario,Centro
CLI4941,Femenino,No,34,Sí,10-20annos,Bajo,3,Millennials,30714,1146,30,Sí,369,0,0,1,0,0,0,Funcionario,Centro
CLI4942,Masculino,Sí,58,Sí,+20annos,Alto,7,Generacion X,21925,16,30,No,166,1,0,0,0,0,4,Servicios,Centro
CLI4943,Femenino,No,46,Sí,+20annos,Bajo,3,Generacion X,85680,115,80,No,542,0,0,0,1,0,2,Técnico,Levante
CLI4944,Masculino,No,83,No,+20annos,Bajo,2,Generacion Silenciosa,129938,857,120,No,357,0,0,0,0,1,1,Servicios,Noroeste
CLI4945,Masculino,No,33,Sí,10-20annos,Bajo,3,Millennials,22314,1215,30,Sí,258,1,0,0,0,0,0,Servicios,Periferia
CLI4947,Masculino,Sí,74,No,+20annos,Bajo,1,Generacion X,34480,1326,30,Sí,241,1,0,0,0,0,2,Servicios,Sur
CLI4948,Masculino,Sí,51,Sí,+20annos,Bajo,2,Generacion X,27944,1287,30,No,241,1,0,0,0,0,2,Otros,Norte
CLI4949,Masculino,Sí,56,Sí,+20annos,Bajo,2,Generacion X,105682,1248,50,No,390,0,1,0,0,0,2,Técnico,Sur
CLI495,Masculino,Sí,64,Sí,+20annos,Medio,3,Generacion X,33639,798,30,No,228,1,0,0,0,0,4,Servicios,Noroeste
CLI4950,Femenino,No,35,No,10-20annos,Bajo,9,Millennials,23346,1284,30,No,47,1,0,0,0,0,3,Técnico,Noroeste
CLI4952,Femenino,No,51,Sí,+20annos,Bajo,1,Generacion X,50439,1189,50,No,116,1,0,0,0,0,2,Servicios,Sur
CLI4953,Femenino,No,50,Sí,+20annos,Bajo,1,Generacion X,80299,1463,50,No,465,0,1,0,0,0,2,Servicios,Sur
CLI4954,Masculino,Sí,55,Sí,+20annos,Medio,3,Generacion X,117422,564,80,No,63,1,0,0,0,0,1,Empresarial,Sur
CLI4955,Femenino,Sí,40,No,10-20annos,Bajo,3,Millennials,105879,2066,30,Sí,220,1,0,0,0,0,0,Técnico,Sur
CLI4956,Femenino,No,44,Sí,+20annos,Bajo,1,Generacion X,95729,1284,50,Sí,386,0,0,1,0,0,2,Servicios,Levante
CLI4957,Femenino,Sí,44,Sí,+20annos,Bajo,2,Generacion X,107993,1537,50,No,520,0,1,0,0,0,2,Servicios,Noreste
CLI4958,Masculino,Sí,47,No,+20annos,Alto,9,Generacion X,70367,1678,30,No,521,0,0,0,1,0,4,Servicios,Centro
CLI4959,Masculino,No,21,No,<10annos,Bajo,5,Generacion Z,17929,2927,30,Sí,267,1,0,0,0,0,3,Funcionario,Noroeste
CLI496,Masculino,No,31,No,<10annos,Bajo,2,Millennials,25391,709,30,No,107,1,0,0,0,0,0,Otros,Norte
CLI4960,Masculino,Sí,46,No,+20annos,Medio,2,Generacion X,37207,896,30,Sí,361,0,0,0,0,1,4,Otros,Periferia
CLI4961,Masculino,No,32,Sí,10-20annos,Bajo,1,Millennials,18069,1882,30,No,350,0,0,0,0,1,0,Funcionario,Noroeste
CLI4962,Femenino,Sí,41,Sí,10-20annos,Medio,2,Millennials,40543,1721,50,No,351,0,0,0,0,1,0,Técnico,Sur
CLI4963,Femenino,No,42,No,+20annos,Bajo,1,Millennials,102939,962,120,Sí,128,1,0,0,0,0,2,Servicios,Noroeste
CLI4964,Femenino,Sí,87,Sí,+20annos,Bajo,1,Generacion Silenciosa,100579,583,50,No,291,1,0,0,0,0,2,Servicios,Centro
CLI4965,Masculino,No,28,No,<10annos,Bajo,7,Millennials,23499,165,30,No,209,1,0,0,0,0,3,Otros,Sur
CLI4966,Femenino,No,32,No,10-20annos,Bajo,5,Millennials,20286,1928,30,Sí,297,1,0,0,0,0,3,Empresarial,Centro
CLI4967,Femenino,No,36,Sí,10-20annos,Bajo,1,Millennials,19295,1882,30,Sí,298,1,0,0,0,0,0,Construcción,Noroeste
CLI4968,Femenino,No,29,No,<10annos,Bajo,6,Millennials,21183,1547,30,No,177,1,0,0,0,0,3,Funcionario,Norte
CLI4969,Masculino,No,29,No,<10annos,Bajo,4,Millennials,21872,995,30,No,503,0,0,0,1,0,3,Técnico,Noreste
CLI497,Femenino,No,35,No,10-20annos,Bajo,3,Millennials,30346,2066,30,No,50,1,0,0,0,0,0,Funcionario,Levante
CLI4970,Femenino,Sí,42,Sí,+20annos,Medio,2,Millennials,41068,1123,50,No,381,0,0,1,0,0,4,Servicios,Noroeste
CLI4971,Masculino,Sí,69,Sí,+20annos,Medio,1,Generacion X,102398,1248,50,No,545,0,0,0,1,0,2,Servicios,Centro
CLI4973,Femenino,No,36,No,10-20annos,Bajo,7,Millennials,30428,1537,30,Sí,164,1,0,0,0,0,3,Técnico,Noroeste
CLI4974,Femenino,Sí,78,Sí,+20annos,Bajo,1,Generacion X,30121,1091,30,No,118,1,0,0,0,0,2,Servicios,Noreste
CLI4975,Masculino,Sí,50,Sí,+20annos,Bajo,2,Generacion X,110342,1697,50,No,443,0,1,0,0,0,2,Servicios,Noroeste
CLI4976,Femenino,Sí,66,Sí,+20annos,Medio,2,Generacion X,57121,1267,50,No,546,0,0,0,1,0,2,Servicios,Periferia
CLI4977,Femenino,Sí,34,Sí,10-20annos,Medio,2,Millennials,23780,686,30,No,421,0,0,1,0,0,0,Servicios,Norte
CLI4978,Femenino,No,29,Sí,<10annos,Bajo,1,Millennials,21058,1547,30,No,140,1,0,0,0,0,0,Funcionario,Sur
CLI4979,Femenino,Sí,46,Sí,+20annos,Bajo,1,Generacion X,128390,1385,50,Sí,172,1,0,0,0,0,2,Técnico,Sur
CLI498,Masculino,No,33,Sí,10-20annos,Bajo,1,Millennials,24766,1169,30,No,505,0,0,0,1,0,0,Técnico,Centro
CLI4980,Femenino,No,39,No,10-20annos,Bajo,1,Millennials,23699,962,30,No,368,0,0,1,0,0,0,Servicios,Periferia
CLI4981,Femenino,No,22,No,<10annos,Bajo,3,Generacion Z,21517,3065,30,No,91,1,0,0,0,0,3,Funcionario,Levante
CLI4982,Masculino,No,28,Sí,<10annos,Bajo,5,Millennials,28364,2547,30,Sí,139,1,0,0,0,0,3,Funcionario,Levante
CLI4983,Femenino,No,25,No,<10annos,Bajo,2,Generacion Z,18627,1029,30,No,134,1,0,0,0,0,3,Otros,Levante
CLI4984,Masculino,Sí,58,Sí,+20annos,Medio,5,Generacion X,30392,896,30,Sí,393,0,0,1,0,0,4,Servicios,Noroeste
CLI4985,Femenino,No,54,Sí,+20annos,Bajo,2,Generacion X,63120,876,50,No,425,0,0,1,0,0,2,Técnico,Sur
CLI4986,Femenino,No,39,Sí,10-20annos,Bajo,1,Millennials,26751,1882,30,No,218,1,0,0,0,0,0,Técnico,Noroeste
CLI4987,Masculino,Sí,66,Sí,+20annos,Alto,3,Generacion X,55474,974,80,Sí,201,1,0,0,0,0,1,Empresarial,Periferia
CLI4988,Masculino,Sí,95,Sí,+20annos,Bajo,1,Generacion Silenciosa,119018,1189,50,No,34,1,0,0,0,0,2,Servicios,Centro
CLI499,Femenino,Sí,46,No,+20annos,Medio,4,Generacion X,120002,779,200,No,326,0,0,0,0,1,1,Construcción,Sur
CLI4990,Masculino,No,20,No,<10annos,Bajo,2,Generacion Z,22766,1305,30,No,322,0,0,0,0,1,3,Empresarial,Levante
CLI4991,Masculino,Sí,42,Sí,+20annos,Alto,4,Millennials,81323,824,30,No,279,1,0,0,0,0,4,Técnico,Noreste
CLI4992,Masculino,No,43,Sí,+20annos,Bajo,2,Millennials,41990,1514,50,No,265,1,0,0,0,0,0,Servicios,Noroeste
CLI4993,Femenino,No,50,No,+20annos,Bajo,1,Generacion X,111361,1052,120,Sí,259,1,0,0,0,0,2,Empresarial,Noreste
CLI4994,Masculino,No,31,Sí,<10annos,Bajo,4,Millennials,23975,893,30,No,81,1,0,0,0,0,3,Funcionario,Sur
CLI4995,Masculino,Sí,72,Sí,+20annos,Alto,2,Generacion X,43145,1248,50,No,542,0,1,0,0,0,1,Servicios,Sur
CLI4996,Femenino,No,45,Sí,+20annos,Bajo,1,Generacion X,106550,1813,50,No,138,1,0,0,0,0,2,Servicios,Noroeste
CLI4997,Masculino,Sí,53,No,+20annos,Medio,3,Generacion X,56713,896,30,Sí,282,1,0,0,0,0,4,Otros,Centro
CLI4998,Femenino,Sí,57,Sí,+20annos,Alto,4,Generacion X,52977,857,30,No,287,1,0,0,0,0,4,Técnico,Noroeste
CLI4999,Femenino,No,29,Sí,<10annos,Bajo,1,Millennials,29180,2892,30,No,502,0,0,0,1,0,0,Funcionario,Norte
CLI5,Masculino,Sí,74,Sí,+20annos,Alto,2,Generacion X,82273,779,50,Sí,387,0,0,1,0,0,1,Servicios,Noreste
CLI50,Masculino,No,21,No,<10annos,Bajo,4,Generacion Z,19656,2306,30,No,249,1,0,0,0,0,3,Funcionario,Centro
CLI500,Masculino,No,24,No,<10annos,Bajo,6,Generacion Z,16393,2927,30,No,104,1,0,0,0,0,3,Servicios,Noroeste
CLI5001,Femenino,No,33,Sí,10-20annos,Bajo,4,Millennials,21971,1905,30,No,386,0,0,1,0,0,0,Funcionario,Levante
CLI5002,Femenino,Sí,85,No,+20annos,Bajo,1,Generacion Silenciosa,58576,622,30,No,431,0,0,1,0,0,2,Servicios,Sur
CLI5003,Femenino,No,41,No,10-20annos,Bajo,1,Millennials,60062,1054,30,Sí,201,1,0,0,0,0,0,Servicios,Noreste
CLI5004,Femenino,No,72,Sí,+20annos,Bajo,5,Generacion X,83460,955,30,No,487,0,0,1,0,0,4,Servicios,Noroeste
CLI5005,Masculino,Sí,67,Sí,+20annos,Medio,2,Generacion X,119511,1365,50,No,516,0,0,0,1,0,1,Servicios,Noroeste
CLI5006,Femenino,No,35,No,10-20annos,Bajo,5,Millennials,21018,1629,30,No,109,1,0,0,0,0,3,Funcionario,Noroeste
CLI5007,Masculino,Sí,54,Sí,+20annos,Bajo,3,Generacion X,99852,1697,80,No,219,1,0,0,0,0,2,Servicios,Norte
CLI5008,Masculino,No,21,No,<10annos,Bajo,4,Generacion Z,20409,2444,30,Sí,313,0,0,0,0,1,3,Funcionario,Noroeste
CLI5009,Masculino,Sí,55,Sí,+20annos,Medio,3,Generacion X,113250,16,80,No,562,0,0,0,1,0,1,Servicios,Centro
CLI501,Masculino,No,45,Sí,+20annos,Bajo,3,Generacion X,70725,1261,30,No,496,0,1,0,0,0,2,Servicios,Noroeste
CLI5010,Femenino,No,34,No,10-20annos,Bajo,5,Millennials,28179,1054,30,No,557,0,0,0,1,0,0,Funcionario,Sur
CLI5011,Masculino,Sí,50,Sí,+20annos,Medio,2,Generacion X,29535,158,30,No,327,0,0,0,0,1,4,Técnico,Periferia
CLI5012,Masculino,Sí,90,Sí,+20annos,Alto,2,Generacion Silenciosa,72026,1678,50,No,442,0,1,0,0,0,1,Servicios,Centro
CLI5013,Masculino,No,36,No,10-20annos,Bajo,3,Millennials,28165,778,30,No,345,0,0,0,0,1,0,Servicios,Noroeste
CLI5014,Masculino,Sí,43,Sí,+20annos,Alto,3,Millennials,42707,1514,30,No,559,0,1,0,0,0,4,Otros,Sur
