ID,Genero,Casado,Edad,Graduado,Experiencia_laboral,Gastoscore,Family_Size,anno_nacimiento,Generacion,Ingresos_anuales_brutos,Digital_encuesta,Gasto_medio_mensual_cuota,Abandono,Dias_cliente,Profesion_Construcción,Profesion_Empresarial,Profesion_Funcionario,Profesion_Otros,Profesion_Servicios,Profesion_Técnico,Zona_Centro,Zona_Levante,Zona_Noreste,Zona_Noroeste,Zona_Norte,Zona_Periferia,Zona_Sur,Campaña__0,Campaña__1,Campaña__3,Campaña__4,Campaña__5
CLI5484,1,0,36,1,1,0,4,1988,2,29541,939,30,0,489,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
CLI5485,1,1,61,1,2,1,5,1963,1,38542,1267,30,0,351,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
CLI5487,1,1,98,1,2,0,1,1926,0,102940,583,50,0,330,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
CLI5488,0,0,36,1,1,0,4,1988,2,19520,1146,30,0,65,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
CLI5489,1,0,24,0,0,0,3,2000,3,20467,1892,30,1,234,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
CLI549,0,1,44,1,2,1,2,1980,1,86087,1675,50,0,156,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
CLI5490,1,1,64,1,2,1,2,1960,1,43759,1482,50,0,272,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
CLI5491,0,0,35,1,1,0,3,1989,2,18457,962,30,0,230,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
CLI5492,1,1,53,1,2,2,5,1971,1,72138,603,30,0,291,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
CLI5493,1,1,68,1,2,1,2,1956,1,110811,117,50,0,399,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
CLI5494,0,1,43,1,2,1,2,1981,2,91857,1077,50,0,132,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
CLI5495,1,1,39,1,1,0,5,1985,2,20415,1008,30,0,173,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
CLI5496,1,0,52,0,2,0,1,1972,1,125429,1424,120,0,80,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
CLI5497,0,1,39,1,1,1,3,1985,2,21908,1813,30,0,341,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
CLI5498,1,1,86,1,2,2,5,1938,0,96823,1424,30,1,329,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
CLI5499,0,0,46,0,2,0,4,1978,1,80676,16,30,1,184,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
CLI55,0,1,63,1,2,1,2,1961,1,90571,974,50,0,128,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
CLI550,1,1,79,1,2,1,3,1945,0,112958,117,80,0,200,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
CLI5500,0,0,41,1,1,0,1,1983,2,106970,1399,50,0,583,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
CLI5501,0,0,47,1,2,0,1,1977,1,27011,16,30,0,533,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
CLI5502,1,1,53,1,2,1,3,1971,1,76347,1404,80,0,285,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
CLI5503,1,0,24,0,0,0,5,2000,3,21245,2202,30,1,326,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
CLI5504,1,0,34,0,1,0,5,1990,2,22088,824,30,0,284,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
CLI5505,0,0,56,1,2,0,1,1968,1,114022,896,50,0,246,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
CLI5506,1,0,46,1,2,0,1,1978,1,109151,564,50,1,244,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
CLI5507,1,1,64,1,2,2,2,1960,1,91063,1658,50,0,495,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
CLI5508,1,1,55,1,2,1,4,1969,1,73666,1326,80,1,390,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
CLI5509,1,1,78,1,2,2,2,1946,1,61266,896,50,1,156,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0
CLI551,0,0,42,0,2,0,1,1982,2,40010,1376,30,0,247,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
CLI5512,1,1,58,1,2,1,2,1966,1,79043,1013,50,0,556,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
CLI5513,0,0,34,0,1,0,1,1990,2,29089,1445,30,1,156,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
CLI5515,1,1,67,1,2,2,2,1957,1,56454,1111,50,0,30,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
CLI5516,1,0,39,1,1,0,2,1985,2,28842,1169,30,0,268,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0
CLI5517,1,1,52,1,2,0,2,1972,1,87086,837,50,1,380,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
CLI5519,0,1,42,1,2,1,3,1982,2,48066,1353,30,0,447,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
CLI5520,1,0,43,1,2,0,1,1981,2,69483,985,50,1,375,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
CLI5521,1,1,61,1,2,0,2,1963,1,48305,935,50,0,87,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0
CLI5522,0,0,21,0,0,0,3,2003,3,20053,234,30,0,206,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
CLI5523,0,1,64,0,2,1,2,1960,1,32855,622,30,1,115,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0
CLI5524,0,1,84,0,2,2,2,1940,0,128261,1072,120,0,316,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
CLI5525,1,0,21,0,0,0,4,2003,3,15198,2858,30,0,522,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
CLI5526,0,1,56,1,2,0,2,1968,1,56633,1404,50,1,195,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0
CLI5527,1,0,43,1,2,0,2,1981,2,121225,1813,50,0,530,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
CLI5528,1,0,24,0,0,0,3,2000,3,18644,1788,30,0,107,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
CLI5529,0,1,52,1,2,1,5,1972,1,78512,1561,30,1,323,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
CLI553,1,0,33,1,1,0,3,1991,2,28786,824,30,0,136,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0
CLI5530,1,0,35,0,1,0,4,1989,2,23698,1353,30,0,365,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
CLI5531,0,1,33,0,1,1,2,1991,2,21928,1606,30,1,200,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
CLI5532,0,1,39,1,1,2,7,1985,2,23196,1514,30,0,345,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
CLI5533,1,0,39,1,1,0,2,1985,2,22280,778,30,0,530,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
CLI5534,0,1,46,1,2,0,1,1978,1,54573,1306,50,0,370,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
CLI5535,0,1,39,1,1,1,2,1985,2,25823,2066,30,1,327,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
CLI5536,1,1,40,1,1,1,2,1984,2,100583,1537,50,1,386,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
CLI5537,1,0,20,0,0,0,5,2004,3,17877,1581,30,0,330,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
CLI5538,1,1,83,0,2,2,2,1941,0,77963,681,120,0,510,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
CLI5539,1,0,51,1,2,0,1,1973,1,115101,681,50,1,235,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0
CLI554,1,1,56,1,2,0,1,1968,1,100155,1013,50,1,400,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
CLI5540,1,1,75,0,2,0,2,1949,1,87067,1697,120,0,583,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
CLI5541,1,1,74,1,2,1,2,1950,1,40842,1658,50,0,101,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
CLI5542,0,1,55,0,2,1,4,1969,1,112818,1541,30,1,344,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
CLI5543,1,0,35,0,1,0,4,1989,2,18733,2043,30,0,213,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0
CLI5544,1,0,23,0,0,0,5,2001,3,18045,1374,30,1,132,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
CLI5545,0,1,53,1,2,2,4,1971,1,98991,1385,80,0,332,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
CLI5546,1,1,41,1,1,1,2,1983,2,55450,1399,50,0,225,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
CLI5547,1,1,45,1,2,0,2,1979,1,114450,1514,50,0,521,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
CLI5548,0,1,69,1,2,2,5,1955,1,44386,1502,30,1,239,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
CLI5549,1,0,46,1,2,0,1,1978,1,42684,974,50,0,275,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
CLI555,1,0,63,1,2,0,4,1961,1,40138,798,30,0,264,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
CLI5550,0,1,54,1,2,2,5,1970,1,90005,1052,30,0,404,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
CLI5551,1,0,25,0,0,0,4,1999,3,28606,2961,30,0,504,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
CLI5552,1,0,34,0,1,0,3,1990,2,22773,1698,30,0,263,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
CLI5553,1,0,50,1,2,0,1,1974,1,103256,7,50,1,132,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
CLI5555,1,1,61,1,2,0,4,1963,1,122283,837,80,0,33,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
CLI5556,0,0,29,1,0,0,2,1995,2,24361,2513,30,1,166,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
CLI5557,1,0,56,1,2,0,1,1968,1,127115,564,50,1,387,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
CLI5558,1,0,30,0,0,0,3,1994,2,27858,87,30,1,245,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
CLI5559,1,0,45,1,2,0,4,1979,1,100642,1008,30,0,164,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
CLI556,0,0,34,1,1,0,1,1990,2,30112,11,30,0,522,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
CLI5560,1,1,47,0,2,2,8,1977,1,28492,115,30,1,258,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
CLI5561,0,1,31,1,0,0,2,1993,2,20625,1031,30,0,512,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
CLI5562,1,1,52,0,2,1,3,1972,1,89509,1287,30,0,408,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
CLI5563,0,0,28,0,0,0,1,1996,2,30798,1029,30,0,311,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
CLI5564,0,1,79,1,2,2,2,1945,0,87697,1678,50,0,298,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0
CLI5565,1,0,25,0,0,0,4,1999,3,22327,1305,30,0,576,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
CLI5566,1,1,53,1,2,0,3,1971,1,81426,818,80,0,361,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
CLI5567,0,1,36,1,1,1,3,1988,2,22403,1583,30,0,474,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
CLI5568,1,1,34,1,1,0,1,1990,2,24938,1238,30,0,265,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
CLI5569,1,1,79,1,2,2,2,1945,0,76786,74,50,1,275,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
CLI557,1,0,43,1,2,0,1,1981,2,76468,1997,50,1,250,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
CLI5570,1,1,73,0,2,0,2,1951,1,31678,1639,30,1,218,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
CLI5571,0,0,36,1,1,0,4,1988,2,26509,732,30,0,407,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
CLI5572,0,1,77,1,2,2,2,1947,1,33426,1033,30,0,351,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
CLI5573,0,0,39,1,1,0,1,1985,2,25016,1077,30,1,110,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
CLI5574,1,0,42,1,2,0,1,1982,2,54419,1123,50,0,135,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
CLI5575,0,1,56,1,2,1,4,1968,1,75345,7,80,1,270,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
CLI5576,1,1,74,1,2,1,2,1950,1,104424,1541,50,1,139,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
CLI5577,0,0,51,1,2,0,2,1973,1,27175,1561,30,1,303,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
CLI5578,0,0,52,0,2,0,1,1972,1,54424,1639,30,1,234,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
CLI5579,1,1,61,1,2,0,1,1963,1,73048,876,50,0,299,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
CLI558,0,0,33,0,1,0,4,1991,2,25249,1284,30,0,374,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
CLI5580,1,1,56,0,2,2,2,1968,1,30552,1091,30,0,155,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
CLI5581,0,1,52,1,2,0,1,1972,1,78438,1189,50,0,526,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
CLI5582,1,1,34,0,1,0,1,1990,2,31916,663,30,0,45,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
CLI5583,0,0,33,0,1,0,9,1991,2,19232,179,30,0,593,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
CLI5584,1,0,29,0,0,0,4,1995,2,31516,1512,30,0,76,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
CLI5585,1,1,66,1,2,2,4,1958,1,87357,1697,80,1,399,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
CLI5586,1,0,23,0,0,0,4,2001,3,19347,1754,30,1,295,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
CLI5587,1,0,21,0,0,0,3,2003,3,22038,2064,30,0,576,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
CLI5588,0,1,66,1,2,1,3,1958,1,61859,1091,80,1,323,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
CLI5589,1,0,28,1,0,0,3,1996,2,20312,165,30,0,129,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
CLI559,0,1,47,0,2,1,3,1977,1,36106,158,30,0,381,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
CLI5590,0,0,23,0,0,0,1,2001,3,19098,2582,30,0,528,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
CLI5591,0,0,28,1,0,0,2,1996,2,31257,1616,30,0,266,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0
CLI5592,1,1,40,1,1,1,2,1984,2,36132,1284,50,0,58,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
CLI5593,0,1,57,1,2,1,5,1967,1,43209,1482,30,0,35,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
CLI5594,0,1,91,1,2,2,2,1933,0,125208,1482,50,0,330,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
CLI5595,0,1,62,1,2,2,5,1962,1,61432,1346,30,0,253,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
CLI5596,0,1,52,1,2,1,4,1972,1,61871,622,80,0,299,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0
CLI5597,1,1,44,1,2,1,2,1980,1,92768,1744,50,0,156,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
CLI5598,1,1,74,1,2,2,2,1950,1,117650,583,50,0,229,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0
CLI5599,1,0,45,1,2,0,2,1979,1,126133,1652,50,0,425,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
CLI56,1,1,84,0,2,0,1,1940,0,87489,1385,120,0,550,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
CLI560,1,0,30,1,0,0,1,1994,2,25731,1031,30,0,217,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
CLI5600,0,1,44,0,2,0,4,1980,1,83720,1468,30,0,124,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
CLI5601,1,1,32,1,1,0,3,1992,2,19816,1675,30,0,384,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
CLI5602,0,0,45,1,2,0,1,1979,1,35765,1399,50,0,60,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
CLI5603,1,1,55,0,2,2,4,1969,1,121568,74,200,0,532,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
CLI5604,1,1,42,1,2,1,2,1982,2,60079,1077,50,0,247,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
CLI5605,0,0,36,0,1,0,4,1988,2,27874,1537,30,0,555,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
CLI5606,0,0,53,0,2,0,4,1971,1,123763,117,200,0,193,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
CLI5607,1,0,41,1,1,0,1,1983,2,48217,1468,50,0,587,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
CLI5608,1,1,41,1,1,1,2,1983,2,129117,1583,50,0,297,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
CLI5609,0,1,40,1,1,1,3,1984,2,102441,1284,30,0,411,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
CLI561,0,1,51,0,2,1,4,1973,1,103734,915,30,0,231,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0
CLI5610,1,0,69,1,2,0,1,1955,1,40269,1346,50,0,334,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
CLI5611,0,0,24,0,0,0,4,2000,3,13235,1788,30,0,539,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
CLI5612,1,1,45,1,2,1,3,1979,1,110565,179,30,0,466,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
CLI5613,0,0,46,1,2,0,1,1978,1,93533,1463,50,0,47,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
CLI5614,1,0,29,1,0,0,5,1995,2,20486,1443,30,0,314,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
CLI5615,0,0,39,1,1,0,3,1985,2,26939,755,30,0,428,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
CLI5616,1,1,86,0,2,2,2,1938,0,85573,1267,120,0,157,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
CLI5617,1,0,63,1,2,0,1,1961,1,54825,798,50,1,213,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
CLI5618,1,1,67,1,2,1,2,1957,1,65634,896,50,0,495,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
CLI5619,1,0,20,0,0,0,3,2004,3,14789,203,30,1,192,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
CLI562,1,1,47,0,2,0,2,1977,1,25968,1561,30,1,393,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
CLI5620,1,1,55,0,2,2,6,1969,1,27378,974,30,0,500,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
CLI5621,0,0,56,1,2,0,1,1968,1,92637,994,50,1,294,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
CLI5623,1,1,72,1,2,2,2,1952,1,82808,974,50,1,131,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
CLI5624,1,0,29,1,0,0,3,1995,2,22059,1098,30,1,153,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
CLI5625,1,1,55,1,2,1,2,1969,1,125441,1424,50,0,549,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
CLI5626,0,0,40,1,1,0,1,1984,2,66692,916,50,0,591,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
CLI5627,1,1,78,1,2,2,1,1946,1,73136,955,50,1,355,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
CLI5628,0,1,83,0,2,2,2,1941,0,121324,896,120,1,336,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
CLI5629,0,0,57,1,2,0,1,1967,1,78001,994,50,0,85,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
CLI563,1,1,76,1,2,0,1,1948,1,121626,1111,50,0,386,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
CLI5630,0,0,34,0,1,0,3,1990,2,25926,1859,30,0,418,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
CLI5631,1,1,88,1,2,0,1,1936,0,24348,1424,30,0,600,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
CLI5632,1,0,36,0,1,0,3,1988,2,22682,1238,30,1,146,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
CLI5633,0,1,63,1,2,1,4,1961,1,42158,759,30,0,136,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0
CLI5634,1,1,74,1,2,2,2,1950,1,125621,1365,50,0,576,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
CLI5635,0,0,33,0,1,0,4,1991,2,21316,1974,30,0,93,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
CLI5636,1,1,90,1,2,0,2,1934,0,63745,994,50,1,211,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
CLI5637,1,0,25,0,0,0,4,1999,3,25744,1926,30,1,225,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
CLI5638,1,1,68,0,2,1,2,1956,1,50415,117,30,0,445,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
CLI5639,1,1,77,1,2,1,2,1947,1,53383,1541,50,1,351,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
CLI564,1,1,31,0,0,1,4,1993,2,31279,1146,30,0,406,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
CLI5640,1,1,42,1,2,1,4,1982,2,111685,1813,30,0,58,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
CLI5641,0,0,35,0,1,0,6,1989,2,22211,2043,30,1,364,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
CLI5643,0,1,65,0,2,1,4,1959,1,94908,1267,30,1,103,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
CLI5644,1,0,31,1,0,0,5,1993,2,23229,1169,30,1,311,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
CLI5645,1,1,46,1,2,1,3,1978,1,111860,115,80,0,595,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
CLI5646,1,1,96,0,2,0,1,1928,0,105228,661,120,1,379,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
CLI5647,0,0,29,0,0,0,4,1995,2,24904,1443,30,0,437,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
CLI5648,1,1,65,1,2,0,1,1959,1,31326,117,30,0,439,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
CLI5649,0,0,33,0,1,0,3,1991,2,27485,1123,30,0,264,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0
CLI565,1,0,47,1,2,0,1,1977,1,24629,1111,30,0,100,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
CLI5650,0,1,33,1,1,0,2,1991,2,27796,985,30,0,547,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
CLI5651,0,0,21,0,0,0,4,2003,3,17593,1374,30,0,43,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
CLI5652,1,1,34,1,1,1,2,1990,2,30529,1859,30,0,435,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
CLI5653,1,1,97,1,2,2,2,1927,0,66046,1561,50,0,87,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
CLI5654,1,1,44,1,2,0,3,1980,1,39039,1629,30,0,271,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
CLI5655,0,0,23,0,0,0,2,2001,3,20440,1374,30,0,581,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
CLI5656,1,0,42,1,2,0,1,1982,2,115393,1284,50,0,484,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
CLI5657,0,0,40,1,1,0,1,1984,2,91186,732,50,0,133,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
CLI5658,1,1,52,0,2,0,1,1972,1,120188,1737,120,1,152,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
CLI5659,0,0,33,1,1,0,4,1991,2,26940,1882,30,0,434,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
CLI566,0,0,30,0,0,0,5,1994,2,24546,1077,30,0,77,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
CLI5660,0,0,39,1,1,0,2,1985,2,30370,1399,30,0,418,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
CLI5661,1,1,64,1,2,1,3,1960,1,94033,603,80,1,175,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
